compatibility,outfit_sample
1,"['204749150_4','204749150_1','204749150_5','204749150_2']"
1,"['177687758_7','177687758_1','177687758_9','177687758_2']"
1,"['225033521_4','225033521_1','0','225033521_2']"
1,"['220208761_4','220208761_1','0','220208761_2']"
1,"['220352314_4','220352314_1','0','220352314_2']"
1,"['199219658_5','199219658_1','0','199219658_2']"
1,"['220611615_5','220611615_1','0','220611615_2']"
1,"['217778087_6','217778087_1','217778087_7','217778087_2']"
1,"['208268503_4','208268503_1','0','208268503_2']"
1,"['222271462_5','222271462_1','0','222271462_2']"
1,"['210363783_4','210363783_1','210363783_5','210363783_2']"
1,"['194784558_3','194784558_1','0','194784558_2']"
1,"['211993604_4','211993604_1','0','211993604_2']"
1,"['220044404_5','220044404_1','0','220044404_2']"
1,"['221658026_5','221658026_1','221658026_7','221658026_2']"
1,"['222597314_6','222597314_1','0','222597314_2']"
1,"['214005417_4','0','0','214005417_1']"
1,"['220323232_4','220323232_1','0','220323232_2']"
1,"['142519103_2','0','0','142519103_1']"
1,"['223872811_8','223872811_1','0','223872811_4']"
1,"['224651183_4','0','0','224651183_1']"
1,"['217440320_4','217440320_1','0','217440320_2']"
1,"['222359663_4','222359663_1','222359663_6','222359663_2']"
1,"['215664062_4','215664062_1','0','215664062_2']"
1,"['213100411_4','213100411_1','0','213100411_2']"
1,"['220271330_5','220271330_1','0','220271330_2']"
1,"['205663407_5','205663407_1','0','205663407_2']"
1,"['223274292_5','223274292_1','0','223274292_2']"
1,"['221014519_5','221014519_1','0','221014519_3']"
1,"['216161101_4','216161101_1','216161101_5','216161101_2']"
1,"['224247986_6','224247986_1','0','224247986_2']"
1,"['215198343_5','0','0','215198343_1']"
1,"['222866320_4','222866320_1','0','222866320_2']"
1,"['223139451_4','223139451_1','0','223139451_2']"
1,"['217818395_3','217818395_1','0','217818395_2']"
1,"['224208621_3','0','0','224208621_1']"
1,"['216404237_3','216404237_1','0','216404237_2']"
1,"['215781618_5','215781618_1','0','215781618_2']"
1,"['206358273_4','206358273_2','0','206358273_3']"
1,"['221507070_3','221507070_1','221507070_4','221507070_2']"
1,"['223468725_6','223468725_1','223468725_7','223468725_2']"
1,"['221859634_3','221859634_1','0','221859634_2']"
1,"['221021499_3','0','221021499_4','221021499_1']"
1,"['210321962_4','210321962_1','0','210321962_2']"
1,"['221400371_5','221400371_1','221400371_6','221400371_2']"
1,"['215940071_6','215940071_1','215940071_7','215940071_2']"
1,"['223166974_3','223166974_1','0','223166974_2']"
1,"['221023702_4','221023702_1','0','221023702_3']"
1,"['216419191_7','216419191_1','216419191_8','216419191_2']"
1,"['218250815_4','218250815_1','0','218250815_2']"
1,"['224932985_5','0','0','224932985_1']"
1,"['224851320_4','224851320_1','0','224851320_2']"
1,"['224601604_5','224601604_2','0','224601604_4']"
1,"['221472021_4','0','0','221472021_1']"
1,"['224929018_5','0','0','224929018_1']"
1,"['142170543_2','0','0','142170543_1']"
1,"['221365463_4','221365463_1','221365463_5','221365463_2']"
1,"['210697450_3','210697450_1','0','210697450_2']"
1,"['209538955_3','209538955_1','209538955_4','209538955_2']"
1,"['224469508_4','224469508_1','0','224469508_2']"
1,"['224844270_5','224844270_1','0','224844270_2']"
1,"['223112437_4','223112437_1','0','223112437_2']"
1,"['220533080_7','220533080_1','0','220533080_2']"
1,"['181967495_4','181967495_1','181967495_5','181967495_2']"
1,"['218790358_4','218790358_1','218790358_5','218790358_2']"
1,"['172160115_5','172160115_1','0','172160115_2']"
1,"['190915821_4','190915821_1','190915821_5','190915821_2']"
1,"['222588195_7','222588195_1','0','222588195_2']"
1,"['220594444_6','220594444_1','220594444_7','220594444_2']"
1,"['76104327_5','76104327_1','0','76104327_2']"
1,"['224027689_5','224027689_1','0','224027689_2']"
1,"['210584849_3','210584849_1','0','210584849_2']"
1,"['221888781_4','221888781_1','221888781_5','221888781_2']"
1,"['222378590_3','222378590_1','0','222378590_2']"
1,"['221224063_5','0','0','221224063_1']"
1,"['222469429_5','222469429_1','0','222469429_2']"
1,"['222168431_6','222168431_1','0','222168431_2']"
1,"['199081180_5','199081180_1','0','199081180_2']"
1,"['213075760_3','213075760_1','213075760_4','213075760_2']"
1,"['220425525_3','220425525_1','0','220425525_2']"
1,"['220948880_4','220948880_1','0','220948880_2']"
1,"['219271834_5','219271834_1','219271834_6','219271834_2']"
1,"['217394243_4','217394243_1','0','217394243_2']"
1,"['225068587_4','225068587_1','225068587_5','225068587_2']"
1,"['211329375_4','211329375_1','0','211329375_2']"
1,"['220911650_6','220911650_1','0','220911650_2']"
1,"['217440308_4','217440308_1','217440308_5','217440308_2']"
1,"['223084944_4','223084944_1','0','223084944_2']"
1,"['220368375_4','220368375_1','0','220368375_2']"
1,"['212397118_3','212397118_1','212397118_4','212397118_2']"
1,"['218601539_4','218601539_1','0','218601539_2']"
1,"['220495210_4','220495210_1','0','220495210_2']"
1,"['224918614_4','224918614_1','0','224918614_2']"
1,"['219974943_5','219974943_1','0','219974943_2']"
1,"['222600396_5','222600396_1','222600396_6','222600396_2']"
1,"['224924894_3','224924894_1','0','224924894_2']"
1,"['220013584_4','220013584_1','0','220013584_2']"
1,"['224270913_4','224270913_1','0','224270913_2']"
1,"['218240685_7','218240685_1','0','218240685_3']"
1,"['217273883_5','217273883_1','0','217273883_2']"
1,"['201568983_6','201568983_1','0','201568983_2']"
1,"['219819215_3','219819215_1','0','219819215_2']"
1,"['220971389_4','220971389_1','0','220971389_2']"
1,"['200116746_4','200116746_1','0','200116746_2']"
1,"['207779251_7','207779251_1','0','207779251_2']"
1,"['179534318_4','179534318_1','179534318_5','179534318_2']"
1,"['225011508_3','225011508_1','0','225011508_2']"
1,"['218137014_5','218137014_1','218137014_6','218137014_2']"
1,"['222870138_3','222870138_1','0','222870138_2']"
1,"['215715032_4','215715032_1','215715032_5','215715032_2']"
1,"['223049961_7','223049961_1','0','223049961_2']"
1,"['218480000_3','218480000_1','0','218480000_2']"
1,"['148741732_7','148741732_1','0','148741732_2']"
1,"['223390537_4','0','223390537_5','223390537_1']"
1,"['218971761_7','218971761_1','0','218971761_2']"
1,"['219297653_3','219297653_1','0','219297653_2']"
1,"['225186361_4','225186361_1','0','225186361_2']"
1,"['220970380_5','220970380_1','0','220970380_2']"
1,"['219945346_6','219945346_1','219945346_7','219945346_2']"
1,"['222323540_3','222323540_1','0','222323540_2']"
1,"['223530604_4','223530604_1','0','223530604_2']"
1,"['223189964_6','223189964_1','0','223189964_2']"
1,"['208350011_4','0','0','208350011_1']"
1,"['223582610_5','223582610_1','0','223582610_2']"
1,"['208590653_4','208590653_1','0','208590653_2']"
1,"['222420028_4','222420028_1','0','222420028_2']"
1,"['223802341_4','0','0','223802341_1']"
1,"['191346863_5','191346863_1','191346863_7','191346863_2']"
1,"['217458895_4','217458895_1','217458895_5','217458895_2']"
1,"['169421143_4','169421143_1','0','169421143_2']"
1,"['220111351_4','220111351_1','0','220111351_2']"
1,"['219974560_3','219974560_1','219974560_4','219974560_2']"
1,"['201562385_6','0','201562385_7','201562385_1']"
1,"['202295144_4','202295144_1','0','202295144_2']"
1,"['222851436_4','222851436_1','0','222851436_2']"
1,"['216329230_6','216329230_1','216329230_7','216329230_2']"
1,"['221155741_6','221155741_1','221155741_7','221155741_3']"
1,"['222523022_3','0','222523022_5','222523022_1']"
1,"['183522957_6','183522957_1','183522957_7','183522957_2']"
1,"['225217183_4','225217183_1','0','225217183_2']"
1,"['214306106_4','214306106_1','0','214306106_2']"
1,"['33979394_4','33979394_1','0','33979394_2']"
1,"['221659497_3','221659497_1','221659497_4','221659497_2']"
1,"['222094629_4','222094629_1','222094629_5','222094629_2']"
1,"['220447115_6','220447115_1','0','220447115_2']"
1,"['224042736_6','224042736_1','224042736_7','224042736_2']"
1,"['221980452_5','221980452_1','221980452_6','221980452_2']"
1,"['221072266_4','221072266_1','0','221072266_2']"
1,"['221053453_3','221053453_1','0','221053453_2']"
1,"['151966845_4','151966845_1','151966845_5','151966845_2']"
1,"['224153402_3','224153402_1','0','224153402_2']"
1,"['218907569_7','218907569_1','0','218907569_2']"
1,"['221063551_4','221063551_1','0','221063551_2']"
1,"['224532641_4','224532641_1','0','224532641_2']"
1,"['156427397_4','156427397_1','0','156427397_2']"
1,"['224277809_4','224277809_1','0','224277809_2']"
1,"['223613854_4','0','0','223613854_1']"
1,"['215154204_3','215154204_1','0','215154204_2']"
1,"['202037266_7','202037266_1','0','202037266_2']"
1,"['200117691_4','200117691_1','0','200117691_2']"
1,"['220342466_6','220342466_1','0','220342466_2']"
1,"['216472189_3','0','216472189_4','216472189_1']"
1,"['224964199_6','224964199_1','0','224964199_2']"
1,"['218265812_4','0','0','218265812_1']"
1,"['221836502_5','221836502_1','0','221836502_2']"
1,"['210270311_3','210270311_1','210270311_4','210270311_2']"
1,"['220758366_5','220758366_1','0','220758366_3']"
1,"['219322256_4','0','0','219322256_1']"
1,"['200400653_3','200400653_1','0','200400653_2']"
1,"['213470085_3','213470085_1','0','213470085_2']"
1,"['224156395_5','224156395_1','0','224156395_2']"
1,"['224537862_5','224537862_1','0','224537862_2']"
1,"['223975424_5','223975424_1','0','223975424_2']"
1,"['124049698_5','124049698_1','0','124049698_2']"
1,"['219521915_3','219521915_1','0','219521915_2']"
1,"['222996544_2','0','0','222996544_1']"
1,"['222653445_6','222653445_1','0','222653445_2']"
1,"['201182502_5','201182502_1','0','201182502_2']"
1,"['218843689_4','218843689_1','218843689_5','218843689_2']"
1,"['76776410_6','76776410_1','76776410_7','76776410_2']"
1,"['215802320_4','215802320_1','0','215802320_2']"
1,"['203013249_5','203013249_1','0','203013249_2']"
1,"['220812064_6','220812064_1','0','220812064_2']"
1,"['146966350_5','146966350_1','0','146966350_2']"
1,"['218409669_3','218409669_1','0','218409669_2']"
1,"['222439886_5','0','0','222439886_1']"
1,"['219286631_6','219286631_2','0','219286631_3']"
1,"['211182356_3','211182356_1','0','211182356_2']"
1,"['155005402_6','155005402_1','0','155005402_2']"
1,"['209482266_3','0','0','209482266_1']"
1,"['203927481_4','203927481_1','0','203927481_2']"
1,"['222051312_4','222051312_1','222051312_5','222051312_2']"
1,"['198524189_6','198524189_1','0','198524189_2']"
1,"['221796610_4','221796610_1','0','221796610_2']"
1,"['150799812_5','150799812_1','150799812_7','150799812_2']"
1,"['200050745_4','200050745_1','0','200050745_2']"
1,"['216942776_5','216942776_1','0','216942776_2']"
1,"['223742312_4','223742312_1','0','223742312_2']"
1,"['220842633_4','220842633_1','220842633_5','220842633_2']"
1,"['225254966_4','225254966_1','0','225254966_2']"
1,"['179362560_4','179362560_1','0','179362560_2']"
1,"['214703829_4','214703829_1','0','214703829_2']"
1,"['225077705_4','225077705_1','0','225077705_2']"
1,"['199600247_5','199600247_1','0','199600247_2']"
1,"['221902805_4','221902805_1','0','221902805_2']"
1,"['224612178_2','0','0','224612178_1']"
1,"['203921080_6','203921080_1','0','203921080_2']"
1,"['221992450_6','221992450_1','0','221992450_2']"
1,"['224825159_5','224825159_1','0','224825159_2']"
1,"['216145613_4','216145613_1','0','216145613_2']"
1,"['225301012_5','225301012_1','0','225301012_2']"
1,"['217343085_4','217343085_1','217343085_6','217343085_2']"
1,"['211875450_5','211875450_1','0','211875450_2']"
1,"['223747423_3','223747423_1','0','223747423_2']"
1,"['209432797_6','209432797_1','0','209432797_2']"
1,"['221165423_4','221165423_1','0','221165423_2']"
1,"['194618099_4','0','194618099_5','194618099_1']"
1,"['219278116_4','219278116_1','0','219278116_2']"
1,"['222788501_3','0','0','222788501_1']"
1,"['223906867_5','223906867_1','0','223906867_2']"
1,"['225010589_6','225010589_1','0','225010589_2']"
1,"['225335928_5','225335928_1','0','225335928_2']"
1,"['188641668_5','188641668_1','0','188641668_2']"
1,"['218012551_4','218012551_1','0','218012551_2']"
1,"['218740458_5','218740458_1','0','218740458_2']"
1,"['215873685_5','215873685_1','215873685_6','215873685_3']"
1,"['215236183_6','215236183_1','0','215236183_2']"
1,"['215548675_4','215548675_1','0','215548675_2']"
1,"['225289323_3','225289323_1','0','225289323_2']"
1,"['224268753_4','224268753_1','0','224268753_2']"
1,"['222894036_6','222894036_1','0','222894036_2']"
1,"['164224479_3','164224479_1','0','164224479_2']"
1,"['223852696_4','223852696_1','0','223852696_2']"
1,"['223797210_4','223797210_1','0','223797210_2']"
1,"['206904924_5','206904924_1','0','206904924_2']"
1,"['223263099_3','223263099_1','0','223263099_2']"
1,"['211061525_3','0','0','211061525_1']"
1,"['142946306_3','0','142946306_4','142946306_1']"
1,"['220438834_5','220438834_1','0','220438834_2']"
1,"['223114139_5','223114139_1','0','223114139_3']"
1,"['220801094_4','220801094_1','0','220801094_2']"
1,"['224254165_4','224254165_1','0','224254165_2']"
1,"['214119805_4','214119805_1','0','214119805_2']"
1,"['211696477_4','211696477_1','0','211696477_2']"
1,"['225134973_5','225134973_1','0','225134973_2']"
1,"['222914409_5','222914409_1','0','222914409_2']"
1,"['196665006_4','196665006_1','0','196665006_2']"
1,"['224909184_5','224909184_1','0','224909184_2']"
1,"['171838513_5','171838513_1','0','171838513_2']"
1,"['86313593_4','86313593_1','0','86313593_2']"
1,"['106951644_4','106951644_1','0','106951644_2']"
1,"['140325496_5','140325496_1','140325496_6','140325496_2']"
1,"['209273492_4','209273492_1','0','209273492_2']"
1,"['220460833_5','220460833_1','0','220460833_2']"
1,"['215481215_4','215481215_1','215481215_5','215481215_2']"
1,"['199755238_5','199755238_1','199755238_6','199755238_2']"
1,"['190241895_4','190241895_1','190241895_5','190241895_2']"
1,"['221231601_7','221231601_1','221231601_8','221231601_2']"
1,"['219444207_3','219444207_1','219444207_4','219444207_2']"
1,"['222835426_7','222835426_1','0','222835426_2']"
1,"['223824406_4','0','223824406_5','223824406_1']"
1,"['221065203_4','221065203_1','0','221065203_2']"
1,"['207296770_4','0','207296770_6','207296770_1']"
1,"['220563761_3','220563761_1','0','220563761_2']"
1,"['218764448_4','218764448_1','0','218764448_2']"
1,"['221173271_4','0','221173271_5','221173271_1']"
1,"['220435695_5','220435695_1','0','220435695_2']"
1,"['222422344_6','222422344_1','0','222422344_2']"
1,"['218318168_3','0','0','218318168_1']"
1,"['195746564_5','195746564_1','0','195746564_2']"
1,"['201850004_4','201850004_1','0','201850004_2']"
1,"['157188397_3','157188397_1','0','157188397_2']"
1,"['181641995_4','181641995_1','0','181641995_2']"
1,"['199830399_4','199830399_1','199830399_5','199830399_2']"
1,"['220181715_7','220181715_1','220181715_8','220181715_2']"
1,"['218660671_5','218660671_1','0','218660671_2']"
1,"['218460937_5','0','0','218460937_1']"
1,"['222381179_5','222381179_1','0','222381179_2']"
1,"['218108491_4','218108491_1','0','218108491_2']"
1,"['222474212_7','222474212_1','0','222474212_2']"
1,"['220391132_4','0','0','220391132_1']"
1,"['207098077_6','207098077_1','207098077_7','207098077_2']"
1,"['225166650_6','225166650_1','0','225166650_2']"
1,"['221209545_3','221209545_1','0','221209545_2']"
1,"['222009313_2','0','0','222009313_1']"
1,"['201818221_3','201818221_1','0','201818221_2']"
1,"['220267052_4','220267052_1','220267052_5','220267052_2']"
1,"['217258496_4','217258496_1','217258496_5','217258496_2']"
1,"['222300739_5','222300739_1','0','222300739_2']"
1,"['171808661_7','171808661_1','0','171808661_2']"
1,"['223092941_3','223092941_1','0','223092941_2']"
1,"['201348469_3','201348469_1','0','201348469_2']"
1,"['224361801_3','224361801_1','0','224361801_2']"
1,"['198516881_6','198516881_2','0','198516881_3']"
1,"['220458613_4','220458613_1','220458613_5','220458613_2']"
1,"['212487361_3','212487361_1','0','212487361_2']"
1,"['224923602_6','224923602_1','0','224923602_2']"
1,"['76865584_3','76865584_1','76865584_4','76865584_2']"
1,"['224915206_4','224915206_1','0','224915206_2']"
1,"['221133732_4','221133732_1','0','221133732_2']"
1,"['224477911_2','0','224477911_3','224477911_1']"
1,"['224932192_4','0','0','224932192_1']"
1,"['216341919_3','0','0','216341919_1']"
1,"['210337312_3','210337312_1','0','210337312_2']"
1,"['222686956_7','222686956_1','0','222686956_2']"
1,"['194785337_4','194785337_1','0','194785337_2']"
1,"['214109105_3','0','214109105_4','214109105_1']"
1,"['223691621_5','223691621_1','0','223691621_2']"
1,"['217683806_4','217683806_1','217683806_5','217683806_2']"
1,"['217838949_5','217838949_1','0','217838949_2']"
1,"['225165059_5','225165059_1','0','225165059_2']"
1,"['45003360_6','45003360_1','45003360_7','45003360_2']"
1,"['223496952_5','223496952_1','223496952_6','223496952_2']"
1,"['193662572_4','193662572_1','0','193662572_2']"
1,"['215668604_3','215668604_1','215668604_4','215668604_2']"
1,"['165806461_6','165806461_1','0','165806461_2']"
1,"['216188325_3','216188325_1','216188325_4','216188325_2']"
1,"['215928991_5','215928991_1','0','215928991_2']"
1,"['225274390_2','0','0','225274390_1']"
1,"['220529022_5','220529022_1','0','220529022_2']"
1,"['216119388_4','216119388_1','216119388_5','216119388_2']"
1,"['222585727_5','222585727_1','0','222585727_2']"
1,"['190106565_4','190106565_1','0','190106565_2']"
1,"['199838396_3','199838396_1','0','199838396_2']"
1,"['223604852_3','223604852_1','0','223604852_2']"
1,"['223510481_3','223510481_1','223510481_4','223510481_2']"
1,"['194322157_5','194322157_1','0','194322157_2']"
1,"['174461716_4','174461716_1','0','174461716_2']"
1,"['222542007_7','222542007_1','0','222542007_2']"
1,"['224657011_4','224657011_1','0','224657011_2']"
1,"['225089010_3','0','0','225089010_1']"
1,"['221103794_7','221103794_1','0','221103794_2']"
1,"['222193084_5','0','222193084_6','222193084_1']"
1,"['174197140_6','174197140_1','0','174197140_2']"
1,"['130885808_4','130885808_1','0','130885808_2']"
1,"['224321396_3','224321396_1','224321396_4','224321396_2']"
1,"['224419975_5','224419975_1','0','224419975_2']"
1,"['222304185_5','222304185_1','0','222304185_2']"
1,"['225335923_2','0','0','225335923_1']"
1,"['224991354_5','224991354_1','0','224991354_2']"
1,"['218479368_2','0','0','218479368_1']"
1,"['206147432_3','206147432_1','0','206147432_2']"
1,"['219301072_4','219301072_1','0','219301072_2']"
1,"['216398471_3','0','0','216398471_1']"
1,"['224192187_5','224192187_1','0','224192187_2']"
1,"['169313276_4','0','0','169313276_1']"
1,"['180792489_4','180792489_1','180792489_5','180792489_2']"
1,"['223765723_4','223765723_1','223765723_5','223765723_2']"
1,"['225332892_4','225332892_1','0','225332892_2']"
1,"['222839930_4','0','0','222839930_1']"
1,"['221997681_5','221997681_1','0','221997681_2']"
1,"['219560974_4','219560974_1','0','219560974_2']"
1,"['224242555_4','0','0','224242555_1']"
1,"['221497437_6','221497437_1','0','221497437_2']"
1,"['221270116_3','221270116_1','221270116_5','221270116_2']"
1,"['219358080_4','219358080_1','0','219358080_2']"
1,"['224930440_4','0','0','224930440_1']"
1,"['224795449_6','224795449_1','224795449_7','224795449_2']"
1,"['195648730_3','195648730_1','0','195648730_2']"
1,"['219610433_4','0','0','219610433_1']"
1,"['199803757_3','199803757_1','0','199803757_2']"
1,"['170162074_4','170162074_1','0','170162074_2']"
1,"['159073884_6','159073884_1','0','159073884_2']"
1,"['224937241_4','224937241_1','0','224937241_2']"
1,"['225334226_3','225334226_1','0','225334226_2']"
1,"['224358911_3','224358911_1','0','224358911_2']"
1,"['175123071_5','0','0','175123071_1']"
1,"['217151204_3','0','217151204_5','217151204_1']"
1,"['223703335_3','223703335_1','0','223703335_2']"
1,"['222323480_4','222323480_1','0','222323480_2']"
1,"['219602373_4','219602373_1','0','219602373_2']"
1,"['196325131_7','196325131_1','196325131_8','196325131_2']"
1,"['223854816_3','223854816_1','0','223854816_2']"
1,"['225318120_4','225318120_1','0','225318120_2']"
1,"['219508407_4','219508407_1','0','219508407_2']"
1,"['219949030_4','219949030_1','0','219949030_2']"
1,"['223490387_5','223490387_1','0','223490387_2']"
1,"['219181546_5','219181546_1','219181546_6','219181546_2']"
1,"['224079993_4','224079993_1','0','224079993_2']"
1,"['216273968_6','216273968_1','0','216273968_3']"
1,"['224821812_5','224821812_1','0','224821812_2']"
1,"['223692383_5','223692383_1','0','223692383_2']"
1,"['224476471_5','224476471_1','0','224476471_2']"
1,"['224561498_8','224561498_1','224561498_9','224561498_2']"
1,"['222899862_2','0','0','222899862_1']"
1,"['212368762_3','212368762_1','212368762_4','212368762_2']"
1,"['224419909_3','224419909_1','0','224419909_2']"
1,"['192404313_3','192404313_1','0','192404313_2']"
1,"['225322749_3','225322749_1','0','225322749_2']"
1,"['221884716_5','0','0','221884716_1']"
1,"['59927322_5','59927322_1','59927322_6','59927322_2']"
1,"['79030726_4','79030726_1','0','79030726_2']"
1,"['133856460_5','133856460_1','133856460_6','133856460_2']"
1,"['222484866_5','222484866_1','0','222484866_2']"
1,"['221520550_5','221520550_1','0','221520550_2']"
1,"['223050853_4','223050853_1','0','223050853_2']"
1,"['216557797_3','0','216557797_4','216557797_1']"
1,"['222895781_3','222895781_1','0','222895781_2']"
1,"['220808203_4','220808203_1','0','220808203_2']"
1,"['223341928_4','223341928_1','0','223341928_2']"
1,"['224892832_5','224892832_1','0','224892832_2']"
1,"['148104786_7','148104786_1','0','148104786_2']"
1,"['222498198_7','222498198_1','0','222498198_2']"
1,"['221791768_4','0','0','221791768_2']"
1,"['222825525_6','222825525_1','0','222825525_2']"
1,"['224934179_4','224934179_1','0','224934179_2']"
1,"['199840627_3','199840627_1','0','199840627_2']"
1,"['200884741_5','200884741_1','0','200884741_2']"
1,"['124669694_3','124669694_1','0','124669694_2']"
1,"['220835547_3','220835547_1','0','220835547_2']"
1,"['216893378_3','216893378_1','0','216893378_2']"
1,"['179882197_6','179882197_1','179882197_7','179882197_2']"
1,"['47193990_5','47193990_1','47193990_7','47193990_2']"
1,"['20545229_6','20545229_1','0','20545229_2']"
1,"['220840892_4','0','0','220840892_1']"
1,"['203942275_6','203942275_1','0','203942275_2']"
1,"['221449447_3','221449447_1','221449447_4','221449447_2']"
1,"['199354120_6','199354120_2','0','199354120_3']"
1,"['220099433_4','220099433_1','0','220099433_2']"
1,"['220521263_5','220521263_1','0','220521263_3']"
1,"['204516824_6','204516824_1','0','204516824_2']"
1,"['222519328_4','222519328_1','0','222519328_2']"
1,"['217356183_5','217356183_1','0','217356183_2']"
1,"['220842987_5','220842987_1','0','220842987_2']"
1,"['218842036_4','218842036_1','0','218842036_2']"
1,"['221763636_7','221763636_1','0','221763636_2']"
1,"['223894424_3','223894424_1','0','223894424_2']"
1,"['219881237_8','219881237_1','0','219881237_2']"
1,"['225220639_3','225220639_1','0','225220639_2']"
1,"['218104685_4','218104685_1','0','218104685_2']"
1,"['224879260_6','224879260_1','0','224879260_2']"
1,"['225333746_3','225333746_1','0','225333746_2']"
1,"['218500972_3','0','0','218500972_1']"
1,"['194705477_4','194705477_1','0','194705477_2']"
1,"['225143176_4','225143176_1','0','225143176_2']"
1,"['224987406_5','224987406_1','0','224987406_2']"
1,"['225326491_7','225326491_1','0','225326491_2']"
1,"['224245772_4','224245772_1','224245772_6','224245772_2']"
1,"['223696885_4','0','0','223696885_1']"
1,"['223092122_3','223092122_1','0','223092122_2']"
1,"['223974172_4','223974172_1','0','223974172_2']"
1,"['205545310_5','205545310_1','0','205545310_2']"
1,"['161259807_4','161259807_1','0','161259807_2']"
1,"['197430166_3','197430166_1','197430166_4','197430166_2']"
1,"['223589269_5','223589269_1','0','223589269_2']"
1,"['218290684_4','218290684_1','0','218290684_2']"
1,"['126815927_5','126815927_1','0','126815927_2']"
1,"['219120618_3','219120618_1','0','219120618_2']"
1,"['224936611_4','224936611_1','0','224936611_2']"
1,"['215852517_6','215852517_1','0','215852517_2']"
1,"['212848132_5','212848132_1','0','212848132_2']"
1,"['220435254_8','220435254_3','0','220435254_4']"
1,"['225103632_5','225103632_1','0','225103632_2']"
1,"['216921897_3','216921897_1','0','216921897_2']"
1,"['220329828_5','220329828_1','0','220329828_2']"
1,"['218138616_5','218138616_1','0','218138616_2']"
1,"['220602721_6','220602721_1','0','220602721_2']"
1,"['224031496_4','224031496_1','224031496_5','224031496_2']"
1,"['141762969_3','141762969_1','0','141762969_2']"
1,"['222156731_3','222156731_1','0','222156731_2']"
1,"['222216719_4','222216719_1','0','222216719_2']"
1,"['223405604_5','223405604_1','223405604_6','223405604_2']"
1,"['217175151_6','217175151_1','217175151_7','217175151_2']"
1,"['220742491_4','0','220742491_5','220742491_1']"
1,"['225329413_7','225329413_1','225329413_8','225329413_2']"
1,"['213074732_4','213074732_1','213074732_5','213074732_2']"
1,"['220286771_5','0','0','220286771_1']"
1,"['222198900_3','0','0','222198900_1']"
1,"['220480988_5','220480988_1','220480988_6','220480988_2']"
1,"['213468574_3','213468574_1','213468574_4','213468574_2']"
1,"['219762287_4','219762287_1','0','219762287_2']"
1,"['203866304_4','203866304_1','0','203866304_2']"
1,"['202608315_5','202608315_1','0','202608315_2']"
1,"['223925585_4','223925585_1','0','223925585_2']"
1,"['216165018_3','0','0','216165018_1']"
1,"['223826021_5','223826021_1','0','223826021_2']"
1,"['218708472_5','0','0','218708472_1']"
1,"['220951998_4','220951998_1','220951998_5','220951998_2']"
1,"['224970311_7','224970311_1','224970311_8','224970311_2']"
1,"['222005993_5','222005993_1','0','222005993_2']"
1,"['221689017_4','221689017_1','0','221689017_2']"
1,"['56750880_6','56750880_1','0','56750880_2']"
1,"['196668326_5','0','0','196668326_1']"
1,"['224024574_3','224024574_1','0','224024574_2']"
1,"['225326642_5','225326642_1','0','225326642_2']"
1,"['224696039_4','224696039_1','224696039_5','224696039_2']"
1,"['218790769_5','218790769_1','218790769_6','218790769_2']"
1,"['218509420_4','218509420_1','0','218509420_2']"
1,"['224931645_4','224931645_1','0','224931645_2']"
1,"['224424029_5','0','0','224424029_1']"
1,"['221762276_2','0','0','221762276_1']"
1,"['199862148_5','199862148_1','199862148_6','199862148_2']"
1,"['207109190_5','207109190_1','0','207109190_2']"
1,"['216276517_4','216276517_1','216276517_5','216276517_2']"
1,"['224825108_4','224825108_1','224825108_5','224825108_2']"
1,"['200292522_5','200292522_1','0','200292522_2']"
1,"['220414379_5','220414379_1','0','220414379_2']"
1,"['213960246_5','213960246_1','0','213960246_2']"
1,"['208233684_3','208233684_1','0','208233684_2']"
1,"['210683231_4','210683231_1','0','210683231_2']"
1,"['222304918_5','222304918_1','0','222304918_2']"
1,"['219675121_4','0','0','219675121_1']"
1,"['223258163_4','223258163_1','0','223258163_2']"
1,"['224918152_5','224918152_1','0','224918152_2']"
1,"['218541907_4','218541907_1','0','218541907_2']"
1,"['223012137_5','223012137_1','0','223012137_2']"
1,"['224936173_3','224936173_1','0','224936173_2']"
1,"['221109041_3','221109041_1','221109041_4','221109041_2']"
1,"['222757565_5','222757565_1','0','222757565_2']"
1,"['224611620_6','224611620_1','0','224611620_2']"
1,"['204011697_7','204011697_1','0','204011697_2']"
1,"['218237103_4','218237103_1','0','218237103_2']"
1,"['224847138_3','224847138_1','0','224847138_2']"
1,"['221675849_4','221675849_1','0','221675849_2']"
1,"['224930937_6','224930937_1','0','224930937_2']"
1,"['188961784_6','188961784_1','188961784_7','188961784_2']"
1,"['218967450_7','218967450_1','218967450_9','218967450_2']"
1,"['222137596_5','222137596_1','0','222137596_2']"
1,"['216560364_6','216560364_1','0','216560364_2']"
1,"['201367964_6','201367964_1','0','201367964_2']"
1,"['196403235_3','196403235_1','0','196403235_2']"
1,"['224994226_4','224994226_1','0','224994226_2']"
1,"['203990076_5','203990076_1','0','203990076_2']"
1,"['220339826_5','220339826_1','220339826_6','220339826_2']"
1,"['219833251_4','0','0','219833251_1']"
1,"['221450097_5','221450097_1','0','221450097_2']"
1,"['224918428_5','224918428_1','0','224918428_2']"
1,"['164904390_7','164904390_1','0','164904390_2']"
1,"['224263235_4','224263235_2','0','224263235_3']"
1,"['216890961_6','216890961_1','0','216890961_2']"
