compatibility,outfit_sample
1,"['0','0','220486885_2','220486885_6','220486885_1','220486885_4']"
1,"['223316626_3','223316626_4','223316626_2','0','223316626_1','0']"
1,"['183004471_4','183004471_5','183004471_2','0','183004471_1','0']"
1,"['0','0','212492886_2','0','212492886_1','212492886_4']"
1,"['208426704_3','208426704_4','208426704_2','0','208426704_1','0']"
1,"['194160827_3','194160827_4','194160827_1','0','0','0']"
1,"['223315667_3','223315667_4','223315667_2','0','223315667_1','0']"
1,"['220429472_2','220429472_5','220429472_1','0','0','0']"
1,"['0','221838731_4','221838731_3','0','221838731_2','0']"
1,"['0','0','218789407_2','0','218789407_1','218789407_4']"
1,"['220245507_6','220245507_8','220245507_2','0','220245507_1','0']"
1,"['220381354_3','0','220381354_2','0','220381354_1','220381354_4']"
1,"['0','0','221032199_1','0','0','221032199_4']"
1,"['0','0','0','0','223795208_1','223795208_5']"
1,"['0','0','223115859_2','0','223115859_1','223115859_5']"
1,"['0','217100852_4','0','217100852_5','217100852_1','0']"
1,"['204259974_2','204259974_3','204259974_1','204259974_4','0','0']"
1,"['214768422_4','214768422_5','214768422_2','214768422_6','214768422_1','0']"
1,"['223686527_2','223686527_3','223686527_1','0','0','0']"
1,"['0','223213556_5','223213556_2','0','223213556_1','0']"
1,"['0','212766119_3','212766119_1','0','0','0']"
1,"['225251441_3','225251441_5','225251441_2','0','225251441_1','225251441_4']"
1,"['215647180_3','215647180_5','215647180_2','0','215647180_1','0']"
1,"[0,0,0,0,0,0]"
1,"['0','0','0','0','0','222464068_3']"
1,"['0','0','222866446_2','0','222866446_1','0']"
1,"['221186755_5','221186755_6','221186755_1','0','0','0']"
1,"['0','0','218706288_2','0','218706288_1','218706288_5']"
1,"['0','0','222384048_1','0','0','222384048_4']"
1,"['215443214_7','215443214_8','215443214_2','0','215443214_1','0']"
1,"['222025310_3','222025310_5','222025310_2','0','222025310_1','0']"
1,"['217065524_3','217065524_4','217065524_2','217065524_5','217065524_1','0']"
1,"['212754460_4','212754460_6','212754460_2','0','212754460_1','0']"
1,"['222904846_4','222904846_6','222904846_2','0','222904846_1','0']"
1,"['0','0','208722399_1','208722399_4','0','208722399_3']"
1,"['205488823_3','0','205488823_2','0','205488823_1','0']"
1,"['221248792_3','221248792_6','221248792_2','0','221248792_1','0']"
1,"['0','52254319_4','52254319_2','0','52254319_1','0']"
1,"['224423244_5','224423244_6','224423244_2','0','224423244_1','0']"
1,"['188554171_5','188554171_7','188554171_2','188554171_8','188554171_1','0']"
1,"['206457321_3','206457321_5','206457321_2','206457321_6','206457321_1','0']"
1,"['224202116_4','224202116_6','224202116_1','0','0','0']"
1,"['210153729_4','210153729_5','210153729_2','0','210153729_1','0']"
1,"['0','0','224921901_2','0','224921901_1','224921901_4']"
1,"['0','0','222150617_2','222150617_5','222150617_1','222150617_4']"
1,"['221864312_4','221864312_6','221864312_2','0','221864312_1','0']"
1,"['224930173_5','224930173_6','224930173_2','224930173_7','224930173_1','0']"
1,"['184356120_1','184356120_2','0','184356120_4','0','0']"
1,"['91389167_4','0','91389167_2','0','91389167_1','0']"
1,"['224760123_3','0','224760123_1','224760123_4','0','0']"
1,"['223047250_4','223047250_5','223047250_2','0','223047250_1','0']"
1,"['219124719_4','0','219124719_2','0','219124719_1','0']"
1,"['221103845_4','221103845_6','221103845_2','0','221103845_1','0']"
1,"['221305698_3','221305698_6','221305698_1','0','0','221305698_5']"
1,"['0','0','130656488_2','0','130656488_1','130656488_4']"
1,"['0','0','221021520_2','0','221021520_1','221021520_3']"
1,"['0','0','139239557_2','139239557_5','139239557_1','0']"
1,"['0','0','210585640_2','0','210585640_1','210585640_5']"
1,"['0','0','224091127_2','0','224091127_1','224091127_3']"
1,"['0','215922747_3','215922747_1','0','0','0']"
1,"['223190906_4','223190906_6','223190906_2','0','223190906_1','0']"
1,"['205620092_5','205620092_7','205620092_2','0','205620092_1','0']"
1,"['0','0','216328294_2','0','216328294_1','216328294_5']"
1,"['215721076_4','0','215721076_2','0','215721076_1','0']"
1,"['0','0','139939633_2','139939633_5','139939633_1','0']"
1,"['0','0','205456956_3','0','205456956_1','205456956_4']"
1,"['220212189_4','220212189_5','220212189_2','0','220212189_1','0']"
1,"['221907995_5','221907995_6','221907995_2','0','221907995_1','0']"
1,"['0','0','221804021_2','0','221804021_1','221804021_5']"
1,"['0','0','215665362_2','0','215665362_1','215665362_4']"
1,"['0','0','143700025_2','0','143700025_1','143700025_3']"
1,"['222632951_3','222632951_4','222632951_2','0','222632951_1','0']"
1,"['0','0','220683128_2','0','220683128_1','0']"
1,"['146926230_2','146926230_4','0','146926230_5','146926230_1','0']"
1,"['0','0','223547052_2','0','223547052_1','223547052_3']"
1,"['217278972_5','217278972_6','217278972_2','217278972_7','217278972_1','0']"
1,"['0','0','223272942_1','0','0','223272942_4']"
1,"['194693404_5','194693404_6','194693404_2','0','194693404_1','0']"
1,"['0','0','0','0','0','222501577_2']"
1,"['169622573_5','0','169622573_2','0','169622573_1','0']"
1,"['198152066_4','198152066_6','198152066_2','0','198152066_1','0']"
1,"['218289785_2','218289785_3','218289785_1','0','0','0']"
1,"['222504257_3','222504257_4','222504257_2','0','222504257_1','0']"
1,"['212226509_5','0','212226509_2','0','212226509_1','212226509_7']"
1,"['0','0','164402940_1','0','0','0']"
1,"['0','0','224937159_2','0','224937159_1','0']"
1,"['149302002_3','149302002_5','149302002_2','149302002_7','149302002_1','0']"
1,"['0','20646338_7','20646338_1','0','0','0']"
1,"['205202290_6','205202290_8','205202290_2','0','205202290_1','0']"
1,"['217984731_2','217984731_4','217984731_1','0','0','0']"
1,"['0','0','222917342_2','0','222917342_1','222917342_4']"
1,"['49795963_5','49795963_6','49795963_2','49795963_7','49795963_1','0']"
1,"['0','0','225288636_1','0','0','225288636_4']"
1,"['0','0','170381353_2','0','170381353_1','170381353_5']"
1,"['222293611_4','222293611_5','222293611_2','0','222293611_1','0']"
1,"['219870522_3','219870522_4','219870522_2','0','219870522_1','0']"
1,"['209594649_3','209594649_4','209594649_2','209594649_5','209594649_1','0']"
1,"['0','0','216318434_2','0','216318434_1','216318434_3']"
1,"['225318841_2','225318841_4','0','0','0','0']"
1,"['0','0','218055443_2','0','218055443_1','218055443_5']"
1,"['225332460_4','225332460_6','225332460_2','0','225332460_1','0']"
1,"['0','0','211087805_2','0','211087805_1','0']"
1,"['0','0','215236342_2','215236342_8','215236342_1','215236342_7']"
1,"['113328947_5','0','113328947_2','0','113328947_1','0']"
1,"['224103660_4','224103660_5','224103660_2','0','224103660_1','0']"
1,"['223638457_1','223638457_2','0','0','0','0']"
1,"['189932901_4','189932901_6','189932901_2','189932901_8','189932901_1','0']"
1,"['223524870_3','223524870_5','0','0','223524870_1','0']"
1,"['212664919_1','212664919_3','0','0','0','0']"
1,"['202163329_3','202163329_6','202163329_2','0','202163329_1','0']"
1,"['222197658_4','222197658_6','222197658_1','0','0','0']"
1,"['0','222948312_5','222948312_2','0','222948312_1','222948312_4']"
1,"['223951180_3','223951180_5','223951180_2','0','223951180_1','0']"
1,"['0','0','0','0','0','224823164_4']"
1,"['215238282_3','215238282_5','215238282_2','0','215238282_1','0']"
1,"['213416633_4','213416633_5','213416633_2','0','213416633_1','0']"
1,"['223395758_3','223395758_4','0','0','223395758_1','0']"
1,"['0','0','39839538_1','0','0','39839538_7']"
1,"['0','0','224931938_2','0','224931938_1','224931938_4']"
1,"['225081610_2','225081610_4','225081610_1','0','0','0']"
1,"['218406819_3','0','218406819_2','0','218406819_1','0']"
1,"['221795622_6','221795622_7','221795622_2','0','221795622_1','0']"
1,"['224502970_4','0','224502970_2','0','224502970_1','0']"
1,"['0','0','218321781_2','0','218321781_1','218321781_6']"
1,"['219390528_3','219390528_4','219390528_2','0','219390528_1','0']"
1,"['204107897_3','204107897_4','204107897_2','0','204107897_1','0']"
1,"['0','219513032_3','219513032_2','219513032_4','219513032_1','0']"
1,"['0','0','224124261_2','0','224124261_1','224124261_7']"
1,"['71372656_3','71372656_5','71372656_2','71372656_6','71372656_1','0']"
1,"['0','0','218593270_2','0','218593270_1','218593270_5']"
1,"['218986185_2','218986185_3','0','0','218986185_1','0']"
1,"['223986357_4','223986357_5','223986357_2','0','223986357_1','0']"
1,"['223651525_5','223651525_6','223651525_2','0','223651525_1','0']"
1,"['0','0','174990147_2','0','174990147_1','174990147_3']"
1,"['192259108_5','192259108_8','192259108_2','192259108_10','192259108_1',
 '0']"
1,"['221007348_3','221007348_4','221007348_2','0','221007348_1','0']"
1,"['0','0','215515635_2','215515635_4','215515635_1','215515635_3']"
1,"['0','0','225103629_2','0','225103629_1','225103629_3']"
1,"['163816919_4','163816919_6','163816919_2','163816919_7','163816919_1','0']"
1,"['0','0','220034103_2','0','220034103_1','0']"
1,"['165371148_4','0','165371148_2','0','165371148_1','165371148_6']"
1,"['215080223_4','215080223_5','215080223_2','0','215080223_1','0']"
1,"['0','0','205875423_2','205875423_4','205875423_1','0']"
1,"['218506879_3','0','218506879_2','0','218506879_1','0']"
1,"['0','0','66418479_2','66418479_5','66418479_1','66418479_4']"
1,"['0','0','224936449_2','0','224936449_1','224936449_3']"
1,"['0','0','224882340_2','0','224882340_1','0']"
1,"['0','0','224932416_1','0','0','224932416_3']"
1,"['0','0','222411165_1','0','0','222411165_4']"
1,"['0','0','224916128_2','0','224916128_1','224916128_3']"
1,"['212799604_2','212799604_3','212799604_1','0','0','0']"
1,"['0','0','214069911_1','214069911_4','0','214069911_3']"
1,"['196474010_3','0','196474010_2','196474010_5','196474010_1','0']"
1,"['204745307_4','204745307_5','0','0','204745307_1','0']"
1,"['129291378_3','129291378_4','129291378_2','129291378_5','129291378_1','0']"
1,"['0','0','219782649_2','0','219782649_1','0']"
1,"['225327281_1','225327281_2','0','0','0','0']"
1,"['0','0','220320460_2','0','220320460_1','220320460_4']"
1,"['0','73694473_5','73694473_2','0','73694473_1','0']"
1,"['217477090_3','217477090_4','217477090_2','0','217477090_1','0']"
1,"['222217713_7','222217713_8','222217713_3','222217713_9','222217713_1','0']"
1,"['61102585_5','61102585_6','61102585_2','0','61102585_1','0']"
1,"['185143258_3','185143258_4','185143258_1','0','0','0']"
1,"['214671332_4','214671332_5','214671332_2','0','214671332_1','0']"
1,"['0','0','0','0','225332927_1','225332927_3']"
1,"['0','0','204046341_2','0','204046341_1','204046341_4']"
1,"['206079823_3','206079823_5','206079823_2','0','206079823_1','0']"
1,"['201099768_2','201099768_3','201099768_1','0','0','0']"
1,"['0','0','224932312_2','0','224932312_1','224932312_6']"
1,"['209606934_2','209606934_3','209606934_1','209606934_4','0','0']"
1,"['205444656_4','205444656_6','205444656_2','205444656_7','205444656_1','0']"
1,"['218027813_4','218027813_6','218027813_2','0','218027813_1','0']"
1,"['0','0','217157881_2','217157881_5','217157881_1','217157881_4']"
1,"['200517984_4','0','200517984_2','0','200517984_1','200517984_7']"
1,"['153393703_3','153393703_4','153393703_1','153393703_6','0','0']"
1,"['0','0','72265480_2','72265480_4','72265480_1','72265480_3']"
1,"['221099574_3','221099574_4','221099574_2','0','221099574_1','0']"
1,"['199373512_2','199373512_3','199373512_1','0','0','0']"
1,"['0','0','205715086_2','0','205715086_1','205715086_4']"
1,"['0','0','220471041_2','0','220471041_1','220471041_4']"
1,"['224128831_5','224128831_8','224128831_2','0','224128831_1','0']"
1,"['82199225_6','0','82199225_2','0','82199225_1','0']"
1,"['205465446_3','205465446_5','205465446_2','0','205465446_1','0']"
1,"['0','0','212435727_2','0','212435727_1','212435727_5']"
1,"['0','0','170614691_2','0','170614691_1','170614691_4']"
1,"['0','0','225334720_2','225334720_6','225334720_1','225334720_5']"
1,"['0','0','205496446_2','0','205496446_1','0']"
1,"['0','199245439_3','199245439_2','0','199245439_1','0']"
1,"['211292167_3','211292167_4','211292167_2','211292167_6','211292167_1','0']"
1,"['223387841_5','223387841_7','223387841_2','0','223387841_1','0']"
1,"['0','0','225335963_1','0','0','225335963_3']"
1,"['225335125_4','225335125_6','225335125_2','0','225335125_1','0']"
1,"['0','208453685_3','208453685_2','0','208453685_1','0']"
1,"['145549700_4','0','145549700_2','145549700_7','145549700_1','0']"
1,"['0','0','0','0','217869365_1','217869365_3']"
1,"['0','221023688_3','221023688_2','0','221023688_1','0']"
1,"['218936259_4','0','218936259_2','218936259_7','218936259_1','0']"
1,"['223807126_7','0','223807126_2','0','223807126_1','0']"
1,"['213356178_2','213356178_4','0','0','213356178_1','0']"
1,"['223855495_3','223855495_4','223855495_2','0','223855495_1','0']"
1,"['107446220_5','107446220_6','107446220_2','107446220_7','107446220_1','0']"
1,"['0','0','0','196129128_7','196129128_1','196129128_5']"
1,"['0','0','213301201_2','0','213301201_1','213301201_4']"
1,"['0','0','223918422_2','0','223918422_1','223918422_6']"
1,"['217693585_3','217693585_5','217693585_2','217693585_7','217693585_1','0']"
1,"['219871576_3','219871576_5','219871576_2','0','219871576_1','0']"
1,"['120109863_3','120109863_4','120109863_2','120109863_6','120109863_1','0']"
1,"['221843667_3','0','221843667_2','0','221843667_1','0']"
1,"['0','197376460_4','197376460_1','0','0','0']"
1,"['0','0','208262227_2','208262227_3','208262227_1','0']"
1,"['116739142_3','116739142_4','0','116739142_6','0','0']"
1,"['190375925_3','190375925_4','190375925_2','0','190375925_1','0']"
1,"['0','0','220802446_1','0','0','220802446_3']"
1,"['212495409_3','212495409_4','212495409_2','212495409_5','212495409_1','0']"
1,"['219760822_3','219760822_5','219760822_2','0','219760822_1','0']"
1,"['0','0','208305056_2','0','208305056_1','208305056_3']"
1,"['220581641_4','220581641_5','220581641_2','0','220581641_1','0']"
1,"['224923392_1','224923392_3','0','0','0','0']"
1,"['225335753_3','225335753_6','225335753_2','225335753_7','225335753_1','0']"
1,"['213252483_5','213252483_7','213252483_2','0','213252483_1','0']"
1,"['0','0','222400596_2','0','222400596_1','222400596_4']"
1,"['0','0','208365514_2','0','208365514_1','208365514_5']"
1,"['0','0','220424463_1','0','0','220424463_3']"
1,"['0','0','216064065_2','0','216064065_1','216064065_7']"
1,"['210441775_6','210441775_7','210441775_2','210441775_8','210441775_1','0']"
1,"['0','0','163284919_2','0','163284919_1','163284919_5']"
1,"['224150396_3','224150396_5','224150396_1','0','0','0']"
1,"['141025153_5','141025153_7','141025153_3','0','141025153_2','0']"
1,"['217014431_3','0','217014431_2','0','217014431_1','0']"
1,"['216767520_4','216767520_5','216767520_1','0','0','0']"
1,"['0','211982176_3','0','211982176_4','211982176_1','0']"
1,"['222878188_3','222878188_4','222878188_1','0','0','0']"
1,"['173023701_5','173023701_7','173023701_2','0','173023701_1','0']"
1,"['0','0','220383025_1','220383025_2','0','0']"
1,"['75686241_4','75686241_5','75686241_2','75686241_6','75686241_1','0']"
1,"['218346730_5','218346730_8','218346730_2','0','218346730_1','0']"
1,"['127831045_3','127831045_5','127831045_2','0','127831045_1','0']"
1,"['223036922_3','0','223036922_1','0','0','0']"
1,"['0','0','223254091_2','0','223254091_1','223254091_4']"
1,"['220891084_3','220891084_5','220891084_2','0','220891084_1','0']"
1,"['221020258_3','0','221020258_2','221020258_4','221020258_1','0']"
1,"['224398273_3','224398273_5','224398273_1','0','0','0']"
1,"['0','0','220481376_2','220481376_5','220481376_1','220481376_4']"
1,"['0','0','223332006_2','0','223332006_1','223332006_4']"
1,"['218506429_3','0','0','218506429_6','218506429_1','0']"
1,"['0','0','220533173_2','0','220533173_1','220533173_5']"
1,"['216813972_3','0','0','0','0','216813972_4']"
1,"['0','0','224893490_2','0','224893490_1','224893490_4']"
1,"['201976916_3','201976916_4','201976916_2','0','201976916_1','0']"
1,"['208995855_3','208995855_4','208995855_1','0','0','0']"
1,"['0','220413757_3','220413757_1','0','0','0']"
1,"['192507731_2','192507731_4','192507731_1','0','0','0']"
1,"['115467922_4','0','115467922_2','115467922_7','115467922_1','115467922_6']"
1,"['140357519_3','140357519_5','140357519_2','140357519_6','140357519_1','0']"
1,"['211580502_3','211580502_5','211580502_2','0','211580502_1','0']"
1,"['213234224_3','213234224_5','213234224_2','0','213234224_1','0']"
1,"['225332647_6','225332647_8','225332647_3','225332647_9','225332647_1','0']"
1,"['0','0','224927376_1','0','0','224927376_6']"
1,"['78154184_3','78154184_4','78154184_2','78154184_5','78154184_1','0']"
1,"['0','0','225336521_2','0','225336521_1','225336521_3']"
1,"['151075649_3','151075649_4','151075649_2','151075649_5','151075649_1','0']"
1,"['0','0','222463597_2','0','222463597_1','222463597_5']"
1,"['0','0','209042026_2','0','209042026_1','209042026_6']"
1,"['224797678_3','224797678_6','224797678_1','0','0','0']"
1,"['0','0','218424369_1','0','0','218424369_3']"
1,"['210434341_3','210434341_4','210434341_2','0','210434341_1','0']"
1,"['216955267_3','216955267_4','216955267_1','0','0','0']"
1,"['0','0','219608386_2','0','219608386_1','219608386_6']"
1,"['225223005_4','225223005_6','225223005_2','0','225223005_1','0']"
1,"['138168479_3','138168479_4','138168479_2','138168479_5','138168479_1','0']"
1,"['222800571_5','222800571_6','222800571_2','0','222800571_1','0']"
1,"['213336449_2','0','0','213336449_5','213336449_1','0']"
1,"['0','0','193672827_2','193672827_4','193672827_1','193672827_3']"
1,"['0','0','217147937_2','217147937_4','217147937_1','217147937_3']"
1,"['0','0','214631285_2','214631285_5','214631285_1','214631285_4']"
1,"['67273518_4','67273518_8','67273518_2','0','67273518_1','0']"
1,"['0','0','221718693_2','221718693_5','221718693_1','0']"
1,"['205399998_4','205399998_5','205399998_2','0','205399998_1','0']"
1,"['146811481_4','146811481_5','146811481_2','146811481_6','146811481_1','0']"
1,"['0','0','221825613_2','0','221825613_1','221825613_3']"
1,"['217374207_2','217374207_4','217374207_1','217374207_5','0','0']"
1,"['0','225332824_3','225332824_2','0','225332824_1','0']"
1,"['216947796_2','0','216947796_1','216947796_4','0','0']"
1,"['224418755_3','224418755_5','224418755_2','0','224418755_1','0']"
1,"['207828665_5','207828665_7','207828665_2','207828665_8','207828665_1','0']"
1,"['0','0','223203370_2','223203370_6','223203370_1','0']"
1,"['0','0','221810349_2','0','221810349_1','221810349_3']"
1,"['0','0','219723821_2','0','219723821_1','219723821_5']"
1,"['0','0','219617363_2','0','219617363_1','219617363_6']"
1,"['0','0','223442422_2','0','223442422_1','223442422_4']"
1,"['224254017_4','224254017_6','224254017_2','0','224254017_1','0']"
1,"['222133352_4','222133352_6','222133352_2','0','222133352_1','0']"
1,"['0','0','224932290_2','0','224932290_1','224932290_8']"
1,"['213023586_4','213023586_5','213023586_2','213023586_6','213023586_1','0']"
1,"['0','0','216087950_2','216087950_4','216087950_1','216087950_3']"
1,"['221152828_3','221152828_4','221152828_2','0','221152828_1','0']"
1,"['0','0','222057152_2','0','222057152_1','222057152_4']"
1,"['186919861_4','186919861_5','186919861_2','0','186919861_1','0']"
1,"['152863650_7','152863650_8','152863650_2','152863650_9','152863650_1','0']"
1,"['225280965_3','225280965_5','225280965_2','0','225280965_1','0']"
1,"['208057899_2','208057899_4','208057899_1','0','0','0']"
1,"['224616603_4','224616603_6','224616603_1','0','0','0']"
1,"['223123135_5','0','223123135_2','0','223123135_1','0']"
1,"['0','0','164887677_2','0','164887677_1','164887677_4']"
1,"['207120455_3','207120455_6','207120455_1','0','0','0']"
1,"['192572546_4','192572546_6','192572546_2','0','192572546_1','0']"
1,"['225074945_3','225074945_5','225074945_2','0','225074945_1','0']"
1,"['224936772_5','224936772_7','224936772_2','0','224936772_1','0']"
1,"['0','0','224499987_1','0','0','224499987_4']"
1,"['172008892_3','172008892_4','172008892_2','172008892_5','172008892_1','0']"
1,"['0','0','220439096_2','0','220439096_1','220439096_4']"
1,"['0','0','202899215_2','0','202899215_1','202899215_5']"
1,"['207872797_3','207872797_4','207872797_2','0','207872797_1','0']"
1,"['224908118_3','0','224908118_2','0','224908118_1','0']"
1,"['210542939_2','210542939_4','210542939_1','0','0','0']"
1,"['0','0','222859707_2','0','222859707_1','222859707_4']"
1,"['0','0','221749647_2','0','221749647_1','221749647_5']"
1,"['0','0','200887317_2','0','200887317_1','0']"
1,"['0','0','224186923_2','0','224186923_1','224186923_3']"
1,"['0','0','209177952_2','209177952_3','209177952_1','0']"
1,"['224357683_2','224357683_4','0','224357683_5','224357683_1','0']"
1,"['210752025_4','210752025_6','210752025_2','0','210752025_1','0']"
1,"['209055110_5','209055110_6','209055110_2','209055110_7','209055110_1','0']"
1,"['224041190_4','224041190_5','224041190_2','0','224041190_1','0']"
1,"['0','0','219496069_2','219496069_6','219496069_1','219496069_5']"
1,"['112005034_6','112005034_7','112005034_2','112005034_8','112005034_1','0']"
1,"['201970880_4','201970880_5','201970880_1','0','0','0']"
1,"['223008315_3','223008315_4','223008315_2','223008315_6','223008315_1','0']"
1,"['209103532_3','209103532_4','0','0','209103532_1','0']"
1,"['200159071_5','200159071_6','200159071_2','0','200159071_1','0']"
1,"['221097255_4','0','221097255_2','0','221097255_1','0']"
1,"['0','0','204598003_1','0','0','204598003_2']"
1,"['206755670_4','0','206755670_2','0','206755670_1','206755670_5']"
1,"['213177099_3','213177099_4','213177099_2','213177099_5','213177099_1','0']"
1,"['144694274_3','0','144694274_2','0','144694274_1','0']"
1,"['216783396_4','0','216783396_2','216783396_6','216783396_1','0']"
1,"['224467204_3','224467204_5','224467204_2','0','224467204_1','0']"
1,"['0','0','221762681_2','0','221762681_1','221762681_3']"
1,"['221756554_5','221756554_6','221756554_2','0','221756554_1','0']"
1,"['222591733_5','222591733_6','222591733_2','0','222591733_1','0']"
1,"['0','0','219097557_2','219097557_4','219097557_1','219097557_3']"
1,"['220842702_3','220842702_4','220842702_2','0','220842702_1','0']"
1,"['224931600_3','224931600_4','224931600_1','0','0','0']"
1,"['0','0','220500352_2','0','220500352_1','220500352_6']"
1,"['222291030_3','222291030_4','222291030_1','0','0','0']"
1,"['0','0','110255776_2','110255776_6','110255776_1','110255776_5']"
1,"['211438155_3','211438155_5','211438155_1','0','0','0']"
1,"['184639631_5','184639631_6','184639631_2','184639631_7','184639631_1','0']"
1,"['0','0','218849677_2','218849677_6','218849677_1','218849677_5']"
1,"['0','0','220534363_2','0','220534363_1','220534363_4']"
1,"['211253527_4','211253527_6','211253527_2','211253527_7','211253527_1','0']"
1,"['0','0','220594023_1','0','0','220594023_2']"
1,"['182748041_4','0','182748041_2','0','182748041_1','0']"
1,"['0','217147488_4','217147488_2','217147488_5','217147488_1','0']"
1,"['0','0','221801381_2','0','221801381_1','221801381_5']"
1,"['0','0','209147695_2','0','209147695_1','209147695_7']"
1,"['0','0','222902051_2','0','222902051_1','222902051_3']"
1,"['0','0','205385290_2','0','205385290_1','205385290_5']"
1,"['0','0','217804380_1','217804380_3','0','0']"
1,"['0','0','218795458_2','218795458_5','218795458_1','218795458_4']"
1,"['0','0','222064838_2','0','222064838_1','222064838_3']"
1,"['0','0','219833856_2','0','219833856_1','219833856_4']"
1,"['0','189117028_3','189117028_2','189117028_4','189117028_1','0']"
1,"['0','0','224663231_2','0','224663231_1','224663231_3']"
1,"['0','0','213708369_1','0','0','213708369_6']"
1,"['0','0','224104498_1','0','0','224104498_4']"
1,"['0','0','222356004_2','0','222356004_1','222356004_5']"
1,"['0','0','219995077_3','0','219995077_1','219995077_5']"
1,"['0','0','211628510_2','211628510_4','211628510_1','211628510_3']"
1,"['0','0','223666540_2','0','223666540_1','223666540_3']"
1,"['223545107_3','223545107_5','223545107_2','0','223545107_1','0']"
1,"['224217625_4','224217625_6','224217625_2','0','224217625_1','0']"
1,"['217791461_3','217791461_4','217791461_1','0','0','0']"
1,"['0','0','222320242_2','0','222320242_1','222320242_5']"
1,"['0','0','200571742_2','0','200571742_1','200571742_5']"
1,"['217874694_4','217874694_7','217874694_2','217874694_8','217874694_1','0']"
1,"['224899427_3','224899427_4','224899427_2','224899427_5','224899427_1','0']"
1,"['224023755_5','224023755_6','224023755_2','0','224023755_1','0']"
1,"['212534058_3','212534058_4','212534058_2','212534058_6','212534058_1','0']"
1,"['0','0','215550024_2','0','215550024_1','215550024_3']"
1,"['0','0','177013126_2','0','177013126_1','177013126_3']"
1,"['215321383_2','215321383_4','215321383_1','215321383_5','0','0']"
1,"['0','0','220470502_2','0','220470502_1','220470502_3']"
1,"['0','0','211695224_2','0','211695224_1','211695224_5']"
1,"['223744372_4','0','223744372_2','0','223744372_1','0']"
1,"['212562664_5','212562664_7','212562664_2','0','212562664_1','0']"
1,"['0','0','221259845_2','0','221259845_1','0']"
1,"['0','209598546_3','209598546_2','0','209598546_1','0']"
1,"['0','0','217338852_1','0','0','217338852_5']"
1,"['220370767_5','0','220370767_2','0','220370767_1','220370767_6']"
1,"['223542072_4','223542072_5','223542072_2','0','223542072_1','0']"
1,"['0','0','204618264_2','0','204618264_1','204618264_5']"
1,"['0','0','211458044_2','0','211458044_1','211458044_3']"
1,"['0','0','127057487_2','0','127057487_1','127057487_5']"
1,"['224995525_4','224995525_5','224995525_2','0','224995525_1','0']"
1,"['220253719_5','220253719_6','220253719_2','220253719_7','220253719_1','0']"
1,"['134127521_4','134127521_7','134127521_2','0','134127521_1','0']"
1,"['0','0','224928677_1','0','0','224928677_5']"
1,"['0','0','221134985_2','221134985_8','221134985_1','221134985_7']"
1,"['0','0','222909540_2','222909540_6','222909540_1','222909540_5']"
1,"['222813263_4','222813263_6','222813263_2','0','222813263_1','0']"
1,"['210799947_5','210799947_6','210799947_2','0','210799947_1','0']"
1,"['219334032_2','219334032_3','219334032_1','0','0','0']"
1,"['0','0','220802352_2','0','220802352_1','220802352_5']"
1,"['0','0','201338871_1','0','0','0']"
1,"['0','0','214078853_2','214078853_5','214078853_1','214078853_4']"
1,"['221052239_3','221052239_5','221052239_2','0','221052239_1','0']"
1,"['0','0','222480358_1','0','0','222480358_2']"
1,"['0','0','223200716_2','0','223200716_1','223200716_4']"
1,"['0','0','216531242_2','0','216531242_1','216531242_4']"
1,"['224437880_4','0','224437880_2','0','224437880_1','0']"
1,"['225333541_3','0','225333541_2','0','225333541_1','225333541_5']"
1,"['175171855_4','175171855_7','175171855_3','0','175171855_1','0']"
1,"['51417633_4','51417633_5','51417633_2','0','51417633_1','0']"
1,"['218506856_4','218506856_5','218506856_2','0','218506856_1','0']"
1,"['209294667_4','209294667_6','209294667_2','209294667_8','209294667_1','0']"
1,"['118981134_4','118981134_6','0','0','118981134_1','0']"
1,"['0','0','221545829_2','0','221545829_1','221545829_4']"
1,"['81987225_3','81987225_5','81987225_1','81987225_6','0','0']"
1,"['216947134_3','216947134_5','216947134_2','0','216947134_1','0']"
1,"['0','0','224154690_1','0','0','224154690_2']"
1,"['0','0','195856764_2','195856764_5','195856764_1','195856764_4']"
1,"['224210572_3','0','224210572_2','0','224210572_1','224210572_4']"
1,"['0','0','223757454_2','0','223757454_1','223757454_5']"
1,"['173321450_4','173321450_5','173321450_2','0','173321450_1','0']"
1,"['206092940_3','206092940_4','206092940_2','0','206092940_1','0']"
1,"['0','0','202508119_2','0','202508119_1','202508119_7']"
1,"['220183322_4','0','220183322_2','0','220183322_1','0']"
1,"['0','0','223462941_2','0','223462941_1','223462941_5']"
1,"['221027792_3','221027792_6','221027792_2','221027792_7','221027792_1','0']"
1,"['0','0','224427543_2','0','224427543_1','224427543_6']"
1,"['0','0','224934187_2','224934187_9','224934187_1','224934187_8']"
1,"['212850201_3','212850201_4','212850201_2','0','212850201_1','0']"
1,"['0','223637023_4','223637023_2','223637023_5','223637023_1','0']"
1,"['0','0','215235855_2','215235855_4','215235855_1','215235855_3']"
1,"['212668543_4','212668543_5','212668543_2','0','212668543_1','0']"
1,"['209376055_3','209376055_4','209376055_2','209376055_5','209376055_1','0']"
1,"['219474432_4','219474432_5','219474432_2','0','219474432_1','0']"
1,"['220852706_3','220852706_4','220852706_2','0','220852706_1','0']"
1,"['0','0','208882916_2','0','208882916_1','0']"
